data_type,continent,country,demographic,signup_date,day,time_period,job_category,posting_date,region,job_type,skill,demo_type,request_date,event_type,query_date,query_type
demographic data,Europe,France,Individual,2024/07/11,Wednesday,Morning (6AM-12PM),Sales,2023/09/29,South America,Internship,JavaScript,Enterprise,2024/11/12,assistant data,2024/09/30,region search
promotional event data,Australia,Australia,Academic,2023/12/10,Friday,Evening (6PM-12AM),Product Management,2023/07/06,South America,Contract,Python,Individual,2023/12/30,job posting data,2023/02/22,region search
job type data,Australia,Australia,Individual,2023/12/30,Friday,Afternoon (12PM-6PM),Engineering,2023/07/23,Asia,Internship,Excel,Individual,2023/01/22,job posting data,2023/02/24,region search
job posting data,Australia,Australia,Individual,2024/06/21,Thursday,Afternoon (12PM-6PM),Design,2024/02/28,Europe,Part-Time,SQL,Small Business,2023/01/28,assistant data,2024/11/13,category query
user data,Australia,Australia,Small Business,2024/07/31,Monday,Night (12AM-6AM),Sales,2024/05/31,South America,Full-Time,Java,Small Business,2023/11/17,job posting data,2024/11/10,job search
assistant data,South America,Brazil,Individual,2024/12/28,Saturday,Night (12AM-6AM),Marketing,2023/07/08,North America,Part-Time,SQL,Academic,2024/10/20,promotional event data,2024/08/09,job search
job posting data,Asia,Japan,Startup,2024/01/17,Friday,Night (12AM-6AM),Customer Support,2023/09/17,Europe,Full-Time,JavaScript,Individual,2024/11/05,assistant data,2024/04/09,job search
assistant data,Europe,France,Small Business,2024/05/28,Wednesday,Night (12AM-6AM),Sales,2023/11/03,South America,Internship,Excel,Small Business,2023/06/22,promotional event data,2024/08/04,category query
assistant data,North America,Mexico,Academic,2023/10/05,Monday,Night (12AM-6AM),Design,2024/05/16,North America,Internship,JavaScript,Academic,2024/08/14,assistant data,2024/12/30,category query
assistant data,South America,Chile,Individual,2023/06/26,Thursday,Night (12AM-6AM),Sales,2024/08/02,Australia,Full-Time,SQL,Individual,2024/03/24,job posting data,2024/10/10,job search
promotional event data,Europe,Germany,Small Business,2024/08/28,Monday,Night (12AM-6AM),Marketing,2023/04/11,Europe,Part-Time,Excel,Academic,2023/05/13,assistant data,2023/12/01,category query
demographic data,Australia,Australia,Individual,2023/11/28,Monday,Afternoon (12PM-6PM),Design,2024/02/02,North America,Part-Time,Python,Small Business,2024/05/24,job posting data,2024/03/24,region search
job type data,South America,Brazil,Enterprise,2023/03/01,Monday,Night (12AM-6AM),Marketing,2023/10/24,Asia,Contract,JavaScript,Academic,2023/06/20,assistant data,2024/08/12,region search
promotional event data,Africa,Kenya,Startup,2023/02/22,Sunday,Morning (6AM-12PM),Product Management,2024/09/20,North America,Part-Time,SQL,Academic,2024/04/19,job posting data,2024/08/15,job search
promotional event data,Africa,South Africa,Enterprise,2023/08/25,Monday,Evening (6PM-12AM),Customer Support,2023/10/30,Europe,Part-Time,Java,Academic,2024/02/06,promotional event data,2023/10/24,category query
job type data,North America,USA,Startup,2023/03/05,Monday,Night (12AM-6AM),Sales,2023/08/08,Europe,Contract,JavaScript,Individual,2024/08/02,promotional event data,2023/06/15,region search
user data,Asia,Japan,Small Business,2023/04/28,Saturday,Evening (6PM-12AM),Design,2024/04/14,Asia,Contract,Excel,Enterprise,2023/04/05,assistant data,2023/03/22,region search
assistant data,South America,Argentina,Small Business,2024/11/26,Wednesday,Night (12AM-6AM),Product Management,2023/12/18,North America,Full-Time,Excel,Individual,2024/03/25,assistant data,2024/01/07,job search
promotional event data,Asia,China,Enterprise,2023/02/13,Saturday,Night (12AM-6AM),Engineering,2023/07/21,North America,Part-Time,Python,Enterprise,2024/12/30,assistant data,2024/12/23,category query
user data,Europe,Germany,Small Business,2023/07/05,Monday,Night (12AM-6AM),Engineering,2024/02/28,Asia,Full-Time,C++,Academic,2024/03/20,promotional event data,2024/01/26,job search
job posting data,North America,Canada,Academic,2024/04/08,Wednesday,Morning (6AM-12PM),Sales,2024/11/01,North America,Internship,SQL,Academic,2023/03/12,promotional event data,2023/04/24,job search
job type data,Europe,France,Individual,2024/05/12,Wednesday,Afternoon (12PM-6PM),Design,2023/03/11,Asia,Internship,Python,Small Business,2023/12/03,promotional event data,2023/08/01,category query
job type data,South America,Brazil,Individual,2023/12/14,Tuesday,Afternoon (12PM-6PM),Product Management,2023/04/05,Asia,Internship,Python,Individual,2023/09/06,job posting data,2024/02/15,category query
promotional event data,North America,Mexico,Small Business,2024/09/18,Thursday,Evening (6PM-12AM),Marketing,2024/05/29,Asia,Part-Time,Excel,Academic,2024/03/13,assistant data,2023/08/15,job search
demographic data,South America,Chile,Academic,2024/12/28,Thursday,Morning (6AM-12PM),Product Management,2024/08/02,Africa,Full-Time,Excel,Academic,2024/12/26,assistant data,2023/02/22,category query
user data,Asia,India,Enterprise,2023/08/13,Friday,Night (12AM-6AM),Marketing,2024/11/29,Australia,Full-Time,Java,Individual,2024/10/09,assistant data,2024/07/13,job search
job posting data,South America,Chile,Startup,2023/12/02,Thursday,Evening (6PM-12AM),Customer Support,2024/11/25,Europe,Contract,SQL,Academic,2023/02/15,promotional event data,2024/08/04,job search
job type data,South America,Argentina,Enterprise,2023/12/13,Saturday,Night (12AM-6AM),Customer Support,2023/11/17,Europe,Part-Time,Python,Individual,2023/06/05,promotional event data,2024/12/25,category query
demographic data,Asia,Japan,Enterprise,2024/10/02,Thursday,Morning (6AM-12PM),Design,2023/04/25,Asia,Contract,Python,Academic,2024/01/30,promotional event data,2024/06/19,category query
job type data,South America,Brazil,Small Business,2024/08/10,Friday,Evening (6PM-12AM),Design,2023/03/15,Europe,Internship,SQL,Small Business,2023/04/01,promotional event data,2023/04/18,job search
job type data,South America,Argentina,Individual,2023/01/18,Saturday,Morning (6AM-12PM),Customer Support,2023/08/09,Africa,Part-Time,Excel,Small Business,2023/11/18,promotional event data,2023/12/29,region search
user data,Asia,China,Startup,2024/05/08,Wednesday,Morning (6AM-12PM),Product Management,2024/09/17,Africa,Internship,SQL,Enterprise,2024/09/18,promotional event data,2023/04/25,region search
job posting data,North America,Mexico,Enterprise,2024/09/25,Thursday,Night (12AM-6AM),Design,2024/01/06,Australia,Internship,Python,Individual,2023/02/05,assistant data,2023/07/22,category query
job type data,Australia,Australia,Individual,2024/01/12,Monday,Night (12AM-6AM),Product Management,2024/07/08,Asia,Internship,Java,Individual,2023/02/15,assistant data,2023/06/09,job search
user data,Europe,Germany,Startup,2024/12/01,Monday,Morning (6AM-12PM),Design,2023/07/23,Africa,Full-Time,C++,Academic,2024/05/13,job posting data,2024/02/11,category query
demographic data,Asia,China,Individual,2024/06/28,Saturday,Night (12AM-6AM),Design,2023/11/26,Africa,Full-Time,Python,Individual,2024/09/16,assistant data,2023/10/01,region search
user data,North America,Mexico,Enterprise,2024/12/08,Monday,Evening (6PM-12AM),Product Management,2024/07/22,Australia,Part-Time,Java,Enterprise,2024/06/21,promotional event data,2024/05/07,region search
job type data,Africa,Kenya,Academic,2024/03/11,Monday,Night (12AM-6AM),Engineering,2024/09/22,North America,Full-Time,C++,Academic,2023/09/18,assistant data,2023/02/28,category query
job posting data,Africa,South Africa,Small Business,2023/03/17,Friday,Night (12AM-6AM),Product Management,2023/12/09,Europe,Full-Time,Excel,Small Business,2024/04/30,assistant data,2023/05/23,category query
assistant data,North America,USA,Individual,2024/05/10,Friday,Afternoon (12PM-6PM),Marketing,2024/08/08,Europe,Part-Time,JavaScript,Individual,2023/03/06,assistant data,2023/09/04,region search
promotional event data,South America,Brazil,Academic,2024/08/15,Sunday,Morning (6AM-12PM),Product Management,2024/12/18,Australia,Part-Time,SQL,Individual,2023/02/21,assistant data,2023/02/08,category query
demographic data,Europe,UK,Enterprise,2024/10/02,Thursday,Afternoon (12PM-6PM),Marketing,2023/06/27,North America,Part-Time,JavaScript,Academic,2023/04/21,assistant data,2024/05/16,category query
promotional event data,South America,Brazil,Small Business,2024/12/25,Thursday,Afternoon (12PM-6PM),Customer Support,2023/06/19,Australia,Full-Time,Python,Small Business,2024/05/01,assistant data,2023/06/04,job search
job type data,Australia,Australia,Academic,2023/02/05,Saturday,Evening (6PM-12AM),Engineering,2023/03/09,North America,Contract,Excel,Small Business,2024/04/10,job posting data,2024/11/08,job search
demographic data,North America,USA,Individual,2024/09/13,Thursday,Morning (6AM-12PM),Marketing,2024/04/08,Europe,Contract,SQL,Individual,2024/02/21,assistant data,2023/10/30,job search
job posting data,Europe,Germany,Small Business,2023/02/03,Sunday,Afternoon (12PM-6PM),Customer Support,2024/03/26,Asia,Internship,JavaScript,Academic,2023/09/19,assistant data,2023/01/09,category query
job posting data,Australia,Australia,Individual,2024/07/01,Monday,Morning (6AM-12PM),Design,2023/05/17,Australia,Contract,Python,Small Business,2023/07/16,assistant data,2024/03/26,category query
user data,South America,Argentina,Startup,2024/05/06,Tuesday,Night (12AM-6AM),Customer Support,2023/03/27,Asia,Contract,SQL,Enterprise,2023/11/06,job posting data,2024/09/22,job search
assistant data,South America,Brazil,Startup,2024/03/21,Friday,Afternoon (12PM-6PM),Design,2023/10/26,Australia,Part-Time,Java,Small Business,2023/04/10,job posting data,2024/10/07,job search
user data,South America,Chile,Individual,2023/06/10,Tuesday,Afternoon (12PM-6PM),Design,2024/01/04,Asia,Internship,Java,Individual,2024/11/16,promotional event data,2023/10/23,category query
assistant data,South America,Argentina,Enterprise,2024/03/31,Wednesday,Night (12AM-6AM),Product Management,2023/03/26,Asia,Full-Time,JavaScript,Small Business,2023/03/06,assistant data,2023/09/15,job search
job type data,Africa,Kenya,Individual,2024/10/27,Monday,Afternoon (12PM-6PM),Design,2023/03/25,Africa,Contract,SQL,Enterprise,2023/04/06,job posting data,2024/07/05,job search
assistant data,South America,Brazil,Individual,2023/03/31,Wednesday,Evening (6PM-12AM),Engineering,2024/03/19,Australia,Contract,JavaScript,Small Business,2024/04/29,assistant data,2024/03/12,job search
user data,Asia,China,Individual,2023/08/26,Monday,Evening (6PM-12AM),Product Management,2024/11/16,Australia,Part-Time,Excel,Enterprise,2023/01/09,job posting data,2023/03/08,region search
job type data,Asia,India,Startup,2024/06/26,Sunday,Evening (6PM-12AM),Sales,2024/05/09,Africa,Part-Time,C++,Small Business,2024/11/18,promotional event data,2024/04/20,category query
user data,Europe,France,Enterprise,2024/11/07,Thursday,Afternoon (12PM-6PM),Design,2024/10/04,North America,Internship,C++,Small Business,2024/05/12,assistant data,2024/10/05,region search
job posting data,South America,Brazil,Small Business,2024/08/26,Monday,Night (12AM-6AM),Customer Support,2024/05/08,Australia,Part-Time,Python,Individual,2024/06/09,promotional event data,2023/02/03,category query
assistant data,South America,Argentina,Enterprise,2023/04/08,Wednesday,Night (12AM-6AM),Design,2023/04/03,South America,Full-Time,Java,Individual,2023/01/16,promotional event data,2024/04/25,region search
job type data,North America,Canada,Academic,2024/11/18,Tuesday,Afternoon (12PM-6PM),Design,2024/04/30,North America,Full-Time,Java,Enterprise,2024/11/11,promotional event data,2023/04/11,job search
user data,Asia,Japan,Small Business,2024/03/28,Monday,Morning (6AM-12PM),Marketing,2024/12/25,South America,Internship,JavaScript,Individual,2024/10/07,assistant data,2023/01/13,category query
assistant data,Australia,Australia,Small Business,2023/01/14,Monday,Evening (6PM-12AM),Marketing,2024/05/18,Australia,Contract,JavaScript,Enterprise,2024/06/11,assistant data,2023/04/10,category query
demographic data,Europe,Germany,Small Business,2023/02/07,Sunday,Morning (6AM-12PM),Product Management,2023/03/16,Asia,Contract,JavaScript,Academic,2024/06/30,assistant data,2023/07/07,region search
assistant data,South America,Chile,Individual,2024/05/16,Thursday,Evening (6PM-12AM),Design,2023/05/03,North America,Part-Time,Java,Individual,2023/02/05,assistant data,2024/03/20,category query
user data,Africa,South Africa,Academic,2024/10/02,Thursday,Evening (6PM-12AM),Sales,2024/11/30,Europe,Part-Time,SQL,Individual,2023/02/24,promotional event data,2023/02/16,region search
promotional event data,Europe,UK,Individual,2024/12/12,Saturday,Evening (6PM-12AM),Engineering,2024/01/19,Asia,Part-Time,JavaScript,Academic,2024/11/25,assistant data,2023/02/10,category query
assistant data,Europe,France,Startup,2023/04/06,Tuesday,Evening (6PM-12AM),Product Management,2023/02/18,Africa,Full-Time,C++,Academic,2023/03/04,promotional event data,2023/07/22,job search
promotional event data,South America,Argentina,Academic,2023/02/15,Thursday,Night (12AM-6AM),Sales,2023/07/06,Africa,Full-Time,Excel,Small Business,2023/05/10,assistant data,2023/11/01,job search
job type data,Australia,Australia,Small Business,2023/10/18,Monday,Morning (6AM-12PM),Product Management,2024/11/24,Asia,Full-Time,Excel,Small Business,2024/02/10,job posting data,2024/08/22,region search
job posting data,Asia,India,Academic,2024/11/18,Monday,Afternoon (12PM-6PM),Product Management,2023/06/01,Africa,Internship,Python,Individual,2023/06/29,job posting data,2023/09/24,region search
user data,Australia,Australia,Enterprise,2023/07/20,Saturday,Morning (6AM-12PM),Engineering,2023/03/02,North America,Contract,Excel,Academic,2024/05/16,promotional event data,2023/04/27,job search
demographic data,Africa,Nigeria,Academic,2023/06/21,Monday,Evening (6PM-12AM),Engineering,2023/05/19,Australia,Internship,Python,Individual,2024/11/04,assistant data,2024/06/23,region search
assistant data,South America,Chile,Startup,2024/06/30,Friday,Afternoon (12PM-6PM),Marketing,2023/09/04,North America,Contract,Excel,Enterprise,2023/08/05,promotional event data,2024/06/27,category query
job posting data,Asia,China,Enterprise,2023/02/27,Friday,Night (12AM-6AM),Engineering,2023/05/19,Asia,Contract,JavaScript,Enterprise,2023/02/19,promotional event data,2024/05/12,region search
user data,Australia,Australia,Enterprise,2024/04/13,Saturday,Afternoon (12PM-6PM),Design,2023/12/01,Europe,Internship,Java,Small Business,2024/02/24,job posting data,2023/04/28,job search
promotional event data,Asia,India,Small Business,2024/07/18,Tuesday,Morning (6AM-12PM),Product Management,2023/01/10,North America,Full-Time,SQL,Enterprise,2024/08/21,job posting data,2024/12/02,region search
demographic data,South America,Argentina,Individual,2023/12/20,Monday,Morning (6AM-12PM),Engineering,2023/08/11,Africa,Contract,C++,Enterprise,2024/11/22,promotional event data,2024/02/12,region search
assistant data,South America,Brazil,Enterprise,2024/05/27,Saturday,Night (12AM-6AM),Sales,2023/10/19,Australia,Part-Time,Excel,Academic,2023/06/19,job posting data,2023/07/21,category query
demographic data,North America,Mexico,Startup,2024/04/21,Monday,Night (12AM-6AM),Product Management,2023/11/12,South America,Part-Time,Java,Individual,2024/09/07,assistant data,2024/03/12,category query
user data,Asia,India,Individual,2024/01/31,Thursday,Morning (6AM-12PM),Engineering,2024/06/03,Australia,Part-Time,JavaScript,Small Business,2024/09/30,assistant data,2024/12/08,category query
assistant data,Africa,South Africa,Enterprise,2024/10/20,Friday,Morning (6AM-12PM),Customer Support,2024/08/31,Europe,Part-Time,Java,Enterprise,2023/08/29,job posting data,2023/07/12,job search
